question_number,question_text,choices,o1_answer,o1_explanation,o1_confidence,gpt-4o_answer,gpt-4o_explanation,gpt-4o_confidence,o3-mini_answer,o3-mini_explanation,o3-mini_confidence,gemini_answer,gemini_explanation,gemini_confidence,deepseek_answer,deepseek_explanation,claude_answer,claude_explanation,claude_confidence,deepseek_confidence
119A11,妊娠7週の腹腔鏡所見(別冊No.1)を別に示す。この疾患と最も関係がある病原体はどれか。 ,a. Chlamydia pneumoniae | b. Chlamydia trachomatis | c. Gardnerella vaginalis | d. Treponema pallidum | e. Trichomonas vaginalis,b,卵管炎などによって子宮外妊娠を惹起しやすい病原体として、chlamydia trachomatisが最も関連するため。,1.0,b,妊娠初期での腹腔鏡所見と関連する病原体として、最も一般的なものは骨盤内感染症（pid）の原因となるchlamydia trachomatisです。この病原体は、不妊症や妊娠関連の合併症に関連することが多いため、この選択肢が最も適切です。,0.9,b,妊娠7週の腹腔鏡所見は、卵管炎症や癒着を伴う疾患、すなわち子宮外妊娠の原因となる骨盤内炎症性疾患を示唆しており、その主な原因菌として知られているのはchlamydia trachomatisです。,1.0,b,妊娠7週の腹腔鏡所見から、卵管炎が疑われる。卵管炎の主な原因菌としてchlamydia trachomatisが挙げられる。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),b,画像は卵管の炎症性変化（骨盤内炎症性疾患：pid）を示唆する所見と考えられます。chlamydia trachomatisは性感染症の主要な原因菌で、卵管炎の最も一般的な原因病原体です。無症候性感染から重症の骨盤内炎症性疾患まで引き起こし、不妊症の原因となることが知られています。,0.9,
119A12,随時血糖250mg/dLを示す非妊娠者で糖尿病の診断基準を満たすのはどれか。2つ選べ。 ,a. 尿糖陽性 | b. 尿蛋白陽性 | c. HbAlc6.7% | d. 尿ケトン体陽性 | e. 口渴、多飲、多尿の症状,ce,随時血糖(≥200mg/dl)に加えて糖尿病の典型的症状(多飲・多尿など)がある場合、またはhba1cが6.5%以上の場合に糖尿病と診断できるため。,1.0,ce,随時血糖値が250mg/dlであることや、「糖尿病の診断基準を満たす」ことを考慮すると、糖尿病診断には高い血糖値とともに他の条件も満たしている必要があります。hba1cの値6.5%以上や典型的な症状（口渴、多飲、多尿）は糖尿病の診断において重要なポイントです。そのため選択肢c（hba1c6.7%）、e（口渴、多飲、多尿の症状）が該当します。尿糖陽性は血糖値を反映していますが、単独では診断基準には不十分です。尿蛋白陽性や尿ケトン体陽性は糖尿病関連の合併症や別の代謝状態を示唆する可能性があり、診断基準とは異なります。,0.9,ce,随時血糖250mg/dlは糖尿病の診断基準の1つの条件であり、加えて糖尿病の診断には、症状（口渴、多飲、多尿）が伴う場合や、hba1cが6.5%以上であることが公式の基準です。選択肢cのhba1c6.7%は診断閾値を超え、選択肢eの多飲多尿などの症状も診断材料となるため、正解はcとeです。,1.0,ce,糖尿病の診断基準は、①空腹時血糖≧126mg/dl、②75gogtt2時間値≧200mg/dl、③随時血糖≧200mg/dl、④hba1c≧6.5%のいずれか、または糖尿病の典型的な症状（口渇、多飲、多尿、体重減少）の存在です。随時血糖250mg/dlに加え、hba1c≧6.5%または糖尿病の典型的な症状があれば診断可能です。,1.0,ERROR,Expecting value: line 1 column 1 (char 0),ce,糖尿病の診断基準は、①随時血糖値200mg/dl以上かつ典型的症状（口渴、多飲、多尿）の存在、②hba1c6.5%以上、のいずれかで診断できます。この症例では、随時血糖250mg/dlかつ典型的症状（e）があること、およびhba1c6.7%（c）が基準値6.5%を超えていることから、それぞれ単独で診断基準を満たします。尿糖、尿蛋白、尿ケトン体は診断基準には含まれません。,0.9,
119A13,Brugada症候群における突然死のリスクファクターはどれか。2つ選べ。 ,a. 喫煙歴:あり | b. 既往歴:糖尿病 | c. 既往歴:原因不明の失神あり | d. 家族歴:父親が43歳で突然死 | e. アレルギー歴:抗菌薬でアレルギーあり,cd,ブルガダ症候群では原因不明の失神歴や若年の突然死の家族歴が重要なリスクファクターとなるため。,0.9,cd,brugada症候群における突然死のリスクファクターには、原因不明の失神や若年での突然死の家族歴が挙げられます。喫煙歴、糖尿病、抗菌薬アレルギーは関連性が低いです。,0.9,cd,brugada症候群において、既往歴に原因不明の失神（c）および家族歴に若年突然死（d）は、突然死リスクの高いファクターとして知られています。その他の選択肢はリスクファクターとはされていません。,1.0,cd,brugada症候群の突然死のリスクファクターとして、既往歴に原因不明の失神があることと、家族歴に若年での突然死があることが重要です。喫煙、糖尿病、抗菌薬アレルギーは直接的なリスクファクターとは考えにくいです。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),cd,brugada症候群における突然死のリスクファクターとして、原因不明の失神の既往（c）と若年での突然死の家族歴（d）は重要な危険因子として確立されています。喫煙、糖尿病、薬物アレルギーは、brugada症候群の突然死リスクとは直接的な関連性は示されていません。,0.9,
119A14,65歳以上で定期接種の対象となるワクチンはどれか。2つ選べ。 ,a. 風疹ワクチン | b. B型肝炎ワクチン | c. 髄膜炎菌ワクチン | d. 肺炎球菌ワクチン | e. インフルエンザワクチン,de,65歳以上で定期接種の対象となるのは肺炎球菌ワクチンとインフルエンザワクチンであるため,1.0,de,65歳以上で定期接種の対象となるワクチンは、肺炎球菌ワクチンとインフルエンザワクチンです。これらは高齢者における感染予防のための重要なワクチンとされています。,0.9,de,65歳以上に定期接種として推奨されているのは、肺炎球菌ワクチンとインフルエンザワクチンです。他のワクチンは65歳以上向けの定期接種には含まれていません。,1.0,de,高齢者の定期接種として、肺炎球菌ワクチンとインフルエンザワクチンが定められています。,1.0,ERROR,Expecting value: line 1 column 1 (char 0),de,65歳以上の高齢者に対する定期接種として、肺炎球菌ワクチン（ppsv23）とインフルエンザワクチンが指定されています。これらは高齢者の感染症予防において重要で、特に肺炎や季節性インフルエンザによる重症化を防ぐことを目的としています。風疹、b型肝炎、髄膜炎菌ワクチンは65歳以上の定期接種対象ではありません。,0.95,
119A15,58歳の男性。自宅近くの医療機関で頭部CT異常を指摘され来院した。6か月前から頭痛が出現した。意識は清明。身長168cm、体重60kg。脈拍64/分、整。血圧110/80mmHg。視力、視野に異常を認めない。頭部単純MRIのT1強調冠状断像(別冊No.2A)とT2強調矢状断像(別冊No.2B)を別に示す。次に行うべき検査はどれか。 ,a. 内分泌検査 | b. 徒手筋力検査 | c. 認知機能検査 | d. 腹部CT検査 | e. 脳脊髄液検査,a,下垂体腺腫を疑う所見であり、まずホルモン産生の有無を評価するため内分泌検査が必要となるため。,0.9,a,頭部ct異常と頭痛の出現、加えて視力や視野に異常がないことから、下垂体腫瘍やその他の内分泌異常の可能性を考え、内分泌検査が適切です。他の検査はこの文脈では直ちに必要性が薄いと考えられます。,0.8,a,画像からは下垂体領域に見られる腫瘤（例えば下垂体腺腫）の所見が疑われ、頭痛が主訴で視野障害はないため、まずは内分泌機能の評価を行うのが適切です。,1.0,a,mri画像から鞍部腫瘍（おそらく下垂体腺腫）が疑われるため、内分泌機能を評価するための内分泌検査が最も適切である。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),a,提示されたmri画像は示されていませんが、症例の特徴（頭痛の出現、頭部ct/mriでの異常）と年齢から下垂体腫瘍が疑われます。下垂体腫瘍の場合、ホルモン産生の有無や内分泌機能障害の評価が必要不可欠であり、内分泌検査が最優先で行うべき検査となります。,0.9,
119A16,"10歳の女子。感冒時に行われた血液検査で肝障害を指摘され紹介受診した。自覚症状はない。身長137cm、体重36kg。体温36.8℃。脈拍76/分、整。血圧104/70mmHg。眼瞼結膜と眼球結膜とに異常を認めない。頸部リンパ節を触知しない。腹部は平坦、軟で、右肋骨弓下に肝を1cm触知する。脾は触知しない。尿所見:蛋白(一)、糖(一)、潜血(一)。尿中Cu排泄量200μg/日(基準80未満)。血液所見:赤血球409万、Hb12.1g/dL、白血球8,100、血小板33万。血液生化学所見:AST156U/L、ALT245U/L、LD308U/L(基準145~270)、Cu25μg/dL(基準68~128)、セルロプラスミン12mg/dL(基準21~37)。免疫血清学所見:CRP0.1mg/dL、HBs抗原陰性、HCV抗体陰性、抗EBV VCA IgM抗体陰性、抗EBV VCA IgG抗体陰性。この疾患でみられる所見はどれか。 ",a. 円錐角膜 | b. 視神経萎縮 | c. 水晶体混濁 | d. Kays | e. r-FleischerHite桜実紅斑〈cherry redspot>,d,wilson病に特徴的な所見であるkayser-fleischer角膜輪が該当するため。,1.0,d,この症例はウィルソン病を示唆するものであり、特に尿中の銅排泄量の増加と低セルロプラスミンは典型的です。ウィルソン病で見られる特徴的な所見として、眼にkaiser-fleischer角膜輪があり、選択肢の中ではこれに該当する所見が「d. kays」です。他の選択肢にある所見（円錐角膜、視神経萎縮など）はウィルソン病の特徴には当てはまりません。,0.9,d,この症例は銅代謝異常を示すウィルソン病であり、低セルロプラスミン血症、低血清銅値、高尿中銅排泄量、肝障害が認められる。ウィルソン病の特徴的な眼所見として、角膜周辺に形成されるkayser‐fleischer環が挙げられるため、dが正解となる。,1.0,d,wilson病を疑う所見（肝障害、低セルロプラスミン血症、高尿中cu排泄）があり、wilson病でみられるのはkayser-fleischer輪です。,1.0,ERROR,Expecting value: line 1 column 1 (char 0),d,この症例はwilson病を強く示唆しています。その根拠として、1)血清銅の低下、2)セルロプラスミンの低下、3)尿中銅排泄量の増加が挙げられます。wilson病の特徴的な所見としてkayser-fleischer輪（kf輪）があり、これは選択肢dのkaysに該当します。kf輪は角膜のdescemet膜に銅が沈着することで生じる茶褐色の輪状の色素沈着で、wilson病の診断的価値の高い所見です。,0.9,
119A17,"14歳の女子。卵巣腫瘍に対する治療後の検査結果と今後の方針について説明を受けるため両親とともに来院した。約3か月前に右卵黄囊腫瘍の診断で、右付属器摘出術と大網切除術を実施した。その後、シスプラチン、エトポシド、ブレオマイシン併用の化学療法を3週ごとに4回施行した。α-フェトプロテイン〈AFP〉は術前28,500ng/mL(基準20以下)から化学療法後10ng/mLまで低下し、造影CTを含む全ての検査結果で異常を認めず、寛解の判定となった。最終月経は8週間前で、その後再開していない。今後、定期診察時に毎回行うのが適切でないのはどれか。 ",a. 腹部触診 | b. 月経の聴取 | c. 腹部造影CT | d. 腹部超音波検査 | e. 腫瘍マーカー測定,c,腹部造影ctは放射線被ばくの問題もあり、毎回の定期診察ごとに行う必要はないため。,0.9,c,定期診察時に毎回行う検査としては、患者の負担やコストを考慮して非侵襲的かつ低コストな方法が選ばれるべきです。腹部造影ctは放射線被曝とコストが高いため、毎回行う検査としては適切ではありません。代わりに、より簡便で被曝のない腹部超音波検査や腫瘍マーカー測定が定期診察の度に行われるのが一般的です。,0.9,c,ct造影検査は、放射線被曝やコストの面から、毎回の定期検診で実施するのは適切ではなく、他の非侵襲的な検査（腹部触診、月経聴取、超音波検査、腫瘍マーカー測定）で十分なフォローアップが可能なため。,1.0,c,卵黄嚢腫瘍は化学療法が奏功しやすく、afpも正常値まで低下していることから、画像検査は通常、頻繁には行わない。特にct検査は放射線被曝のリスクがあるため、定期的な経過観察では推奨されない。腹部触診、月経の聴取、腹部超音波検査、腫瘍マーカー測定（afpなど）は、再発の早期発見のために有用である。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),c,卵黄囊腫瘍の経過観察において、造影ctは被曝の問題があるため、若年女性に対して毎回の定期診察で実施するのは適切ではありません。代わりに、腹部触診、超音波検査、腫瘍マーカー測定などの非侵襲的な検査を基本とし、必要時にctを実施する方針が望ましいです。また、若年女性の性機能や妊孕性の観点から月経状態の確認も重要です。,0.9,
119A18,57歳の男性。1か月前からの両側耳閉感を主訴に来院した。右鼻腔ファイバースコープ像(別冊No.3A)と頭頸部造影CT(別冊No.3B)を別に示す。組織生検の結果は扁平上皮癌であった。この疾患で正しいのはどれか。 ,a. 転移を伴うことは少ない。 | b. EBウイルスが原因となる。 | c. 欧米では高頻度にみられる。 | d. 急性中耳炎を併発しやすい。 | e. 早期癌で見つかることが多い。,b,本疾患はebウイルスとの関連が強いことが知られている。,0.9,b,鼻咽腔癌（扁平上皮癌の一種）は、特に東アジアでebウイルス（ebv）が関連していることがよく知られています。この疾患はebウイルス感染と関連付けられているため、選択肢bが正しいです。他の選択肢はこの疾患に対する一般的な特徴と矛盾しています。,0.9,b,この症例は鼻咽腔に発生する扁平上皮癌（鼻咽頭癌）の所見であり、鼻咽頭癌は特に非角化型でebウイルスとの関連が認められるため、他の選択肢（転移が少ない、欧米頻出、急性中耳炎併発、早期発見される）はいずれも当てはまらない。,0.95,b,提示された画像所見から、上咽頭癌が疑われる。上咽頭癌はebウイルスとの関連が強い。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),b,これは上咽頭癌（nasopharyngeal carcinoma）の症例です。ebウイルス（epstein-barr virus）は上咽頭癌の発症に強く関連していることが確立されています。特にアジアでは、ebウイルス関連の上咽頭癌が多く見られます。また、この疾患は以下の特徴があります：,0.9,
119A19,52歳の女性。健康診断の胸部エックス線写真で異常を指摘され来院した。3か月前から咳嗽が出現していたが医療機関を受診していなかった。既往歴に特記すべきことはない。職業は小学校教員。胸部単純CTで右肺上葉に気管支拡張病変と空洞を認めた。患者は喀痰検体を提出し帰宅した。同日の夕方、細菌検査室から喀痰抗酸菌染色が陽性であると医師に報告があった。この時点で医師が行う対応で正しいのはどれか。 ,a. 勤務先に連絡する。 | b. 保健所に報告する。 | c. 抗結核薬を投与する。 | d. 自宅待機を指示する。 | e. 患者にN95マスクを着用させる。,b,喀痰抗酸菌陽性で結核を強く疑う場合、感染症法に基づき保健所への届出が最優先となるため。,1.0,b,抗酸菌染色が陽性であるということは、結核の可能性があります。結核は感染症法で定められた二類感染症であり、診断や疑いがあった時点で速やかに保健所に報告することが法的に義務付けられています。したがって、この時点で医師が行うべき正しい対応は保健所への報告です。他の選択肢は、まず保健所への報告を行った後に検討されるべき項目です。,0.9,b,肺の気管支拡張病変・空洞所見と抗酸菌陽性所見は、活動性結核を強く示唆します。結核は法令により報告義務があり、まずは保健所に報告し、感染拡大防止や接触者調査などの公衆衛生上の措置を開始する必要があるため、最優先の対応は報告となります。,1.0,b,喀痰抗酸菌染色陽性の場合、結核の可能性が高く、感染症法に基づき保健所への報告義務がある。,1.0,ERROR,Expecting value: line 1 column 1 (char 0),b,喀痰抗酸菌染色陽性は結核の可能性が高く、感染症法で定める届出対象疾患（2類感染症）の疑いがあるため、直ちに保健所への報告が必要です。この段階では確定診断前であり、治療開始や職場への連絡は時期尚早です。患者への接触は最小限にすべきで、電話で自宅待機を指示することは適切ですが、まずは保健所への報告が最優先されます。,0.9,
119A20,54歳の男性。瘙痒を伴う体幹と四肢の皮疹とを主訴に来院した。20年前から頭痛に対してNSAIDを頓用している。2年前から6か月に1回程度、同様の皮疹が同じ部位に生じ、約2週間で自然消褪して、色素沈着が残るようになった。3日前にNSAIDを内服後、いつもと同じ部位に皮疹が出現した。薬剤リンパ球刺激試験でNSAIDは陽性であった。体幹の写真(別冊No.4)を別に示す。診断はどれか。 ,a. 固定薬疹 | b. 尋常性乾癬 | c. 薬剤性過敏症症候群 | d. Gibrtばら色粃糠疹 | e. Stevens-Johnson症候群,a,同じ薬の使用後、同一部位に皮疹が出現し、色素沈着を残す所見は固定薬疹に典型的である。,1.0,a,本症例では、同じ部位に繰り返し出現し、薬剤服用後に皮疹が現れるという典型的な特徴が見られるため、固定薬疹が最も可能性が高いと考えられます。また、nsaidの服用後に同じ部位に皮疹が出て色素沈着が残るという点も固定薬疹の特徴と一致します。他の選択肢は、症状や薬剤との関連性がこのケースとは一致しません。,0.9,a,症例は、nsaid服用後に同じ部位に皮疹が再燃し、約2週間で消失後に色素沈着を残すという固定薬疹の特徴を示しているため。,1.0,a,皮疹が同じ部位に繰り返し出現し、nsaid内服後に悪化していること、薬剤リンパ球刺激試験が陽性であることから、固定薬疹が最も考えやすい。,1.0,ERROR,Expecting value: line 1 column 1 (char 0),a,以下の特徴から固定薬疹と診断できます：,0.9,
119A21,"38歳の女性。尿検査の異常を指摘され来院した。3年前に2型糖尿病と診断され、自宅近くの医療機関にて内服治療中である。糖尿病網膜症はない。2年前に尿潜血陽性を指摘された。3か月前から尿蛋白も認め、精査のため紹介受診した。身長152cm、体重76kg。血圧124/70mmHg。口蓋扁桃に腫大を認める。心音と呼吸音とに異常を認めない。下腿に圧痕性浮腫を認めない。尿所見:蛋白2+、潜血2+、尿蛋白/Cr比1.8g/gCr、尿沈渣に赤血球20~29/HPF。血液所見:赤血球383万、Hb11.6g/dL、Ht36%、白血球7,300、血小板25万。血液生化学所見:総蛋白7.0g/dL、アルブミン4.0g/dL、AST24U/L、ALT30U/L、LD155U/L(基準124~222)、Y-GT20U/L(基準9~32)、尿素窒素16mg/dL、クレアチニン0.6mg/dL、尿酸5.7mg/dL、血糖98mg/dL、HbAlc6.1%(基準4.9~6.0)、総コレステロール170mg/dL、トリグリセリド97mg/dL、Na142mEq/L、K4.0mEq/L、C1107mEq/L。免疫血清学所見:CRP0.1mg/dL、抗核抗体陰性、血清補体値(CH50)35U/mL(基準30~40)。腎生検のPAS染色標本(別冊No.5)を別に示す。最も考えられる疾患はどれか。 ",a. IgA腎症 | b. 糖尿病腎症 | c. 急性間質性腎炎 | d. 巣状分節性糸球体腎炎 | e. 膜性增殖性糸球体腎炎,a,口蓋扁桃の腫大や持続する血尿・軽度蛋白尿、網膜症の欠如などから、糖尿病腎症よりもiga腎症が最も疑われるため。,0.95,a,患者は尿潜血と尿蛋白を示しており、口蓋扁桃腫大が特徴です。これらはiga腎症に関連していることが多く、特に扁桃腫大が強調されています。また、血圧や糖尿病管理が比較的良好であり、糖尿病腎症の可能性は低いです。pas染色標本が示されていれば、iga沈着の有無も判断材料となるでしょうが、臨床所見からiga腎症が最も疑われます。,0.9,a,38歳という年齢、慢性の尿潜血と蛋白、さらに口蓋扁桃の腫大という臨床所見は、iga腎症（berger病）の特徴と合致します。糖尿病腎症は発症から数年かかり、通常は糖尿病網膜症も認められるため、今回の所見はiga腎症を支持しています。,1.0,a,腎生検pas染色標本でメサンギウム領域の増殖とiga沈着を疑わせる所見、臨床所見で糖尿病罹患期間が短いこと、尿蛋白/cr比が糖尿病腎症にしては高値であること、糖尿病網膜症がないことなどから、iga腎症が最も考えやすい。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),a,この症例でiga腎症が最も考えられる理由は：,0.9,
119A22,56歳の女性。指先の蒼白化を主訴に来院した。3か月前から寒いところで指先が白くなることを自覚したため受診した。白くなった後は紫、その後に赤へと変化するという。体温36.2℃。脈拍72/分、整。血圧120/76mmHg。眼瞼結膜と眼球結膜とに異常を認めない。関節の腫脹や圧痛を認めない。手の写真(No.6A、B)を別に示す。血液生化学所見:CK121U/L(基準41~153)。免疫血清学所見:CRP0.1mg/dL、抗核抗体640倍(基準20以下)、リウマトイド因子〈RF〉86IU/mL(基準20未満)、血清補体値(CH50)34U/mL(基準30~40)、C388mg/dL(基準52~112)、C436mg/dL(基準16~51)。爪郭部のダーモスコピー像(別冊No.6C)を別に示す。診断はどれか。 ,a. 皮膚筋炎 | b. 関節リウマチ | d. 全身性強皮症d結節性多発動脈炎 | e. 抗リン脂質抗体症候群,d,レイノー症状（白→紫→赤の変化）と爪郭部毛細血管所見が全身性強皮症に典型的であるため。,0.9,d,患者の症状である寒冷による指先の色の変化（蒼白→紫→赤）はレイノー現象に一致します。この現象は全身性強皮症でよく見られます。免疫血清学所見でも抗核抗体が高く、リウマトイド因子の上昇や補体の一部低下も全身性強皮症を示唆します。写真やダーモスコピー像に関する情報も強皮症の皮膚病変を示している可能性があります。,0.9,d,患者は寒冷刺激での指先の白→青→赤というレイノー現象を呈し、爪郭部のダーモスコピーに特徴的な毛細血管異常が認められる。さらに、抗核抗体が高価値であり、筋肉や関節の所見がないことから、皮膚の硬化を伴う全身性強皮症が最も適合する。,1.0,d,指先の蒼白化、紫、赤への変化はレイノー現象を示唆する。抗核抗体陽性、rf陽性であり、爪郭部のダーモスコピー像から毛細血管拡張がみられることから、全身性強皮症が最も考えやすい。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),d,この症例はレイノー現象（寒冷時の指先の蒼白化、その後の紫→赤への変化）を呈し、抗核抗体が陽性で、爪郭部の毛細血管異常（ダーモスコピー所見）を認めることから、全身性強皮症が最も考えられます。これらの症状と検査所見は全身性強皮症の典型的な特徴です。他の選択肢の疾患では、このような特徴的なレイノー現象と毛細血管異常の組み合わせは一般的ではありません。,0.9,
119A23,9か月の女児。けいれんを主訴に両親に連れられて来院した。生後5か月で腹部に皮疹があることに母親が気付いていた。2週間前から両上肢を伸展挙上し、頭部を前屈する動作が出現した。約5秒間隔で10回以上反復し、次第に頻度が増加して毎日みられるようになった。同時期からあやし笑いが乏しくなり、ひとり座りが不安定になった。身長70.5cm、体重8.2kg。体温36.3℃。脈拍108/分、整。血圧82/48mmHg。呼吸数32/分。SpO299%(roomair)。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。体幹と大腿部に皮疹を3個認める。頭部単純MRIのT2強調水平断像(別冊No.7A)と大腿部の皮疹の写真(別冊No.7B)とを別に示す。最も考えられる疾患はどれか。 ,a. 尋常性白斑 | b. 結節性硬化症 | c. 神経線維腫症1型 | d. Sturg-Weber症候群 | e. vonHippel-Lindau症候群,b,皮疹（葉状白斑）や点頭てんかん様のけいれん、頭部mri画像所見などから結節性硬化症が最も考えられるため。,1.0,b,9か月の女児がけいれんと共に両上肢を伸展挙上し、頭部を前屈する動作を繰り返すこと、赤ちゃんのあやし笑いが乏しくなり、ひとり座りが不安定になったこと、更に体幹と大腿部に皮疹があることから、ウエスト症候群（点頭てんかん）および結節性硬化症を疑います。この疾患は、脳に結節を形成し、皮膚に低色素斑（特徴的な白斑）を生じることが多いです。mri所見や皮膚所見から結節性硬化症が最も考えられます。,0.9,b,この女児は、乳児期に発症するけいれん（乳児痙攣）、発達遅延、そして体幹や大腿部に見られる皮膚病変（ash leaf spotsに類似）の特徴を呈しており、mri所見も結節性硬化症に見られる脳病変を示唆しているため。,1.0,b,問題文より、9か月の女児、けいれん、生後5か月で腹部に皮疹、2週間前から両上肢を伸展挙上し、頭部を前屈する動作（点頭てんかんを示唆）、あやし笑いが乏しい、ひとり座りが不安定、体幹と大腿部に皮疹。mri画像と皮疹の写真から、結節性硬化症が最も考えられる。,1.0,ERROR,Expecting value: line 1 column 1 (char 0),b,この症例は結節性硬化症の典型的な臨床像を示しています。主な根拠は：,0.9,
119A24,"20歳の女性。瘙痒を伴う体幹と四肢の皮疹を主訴に来院した。全身に皮疹が出現し、瘙痒で夜も眠れていない。既往歴にアレルギー性鼻炎がある。エビ、豚肉、卵および牛乳のアレルギーがある。乳児期から瘙痒を伴う皮疹が左右対称性に生じ、消長を繰り返している。小児期は頭部および顔面に紅斑、鱗屑および漿液性丘疹を生じていた。学童期は肘窩や膝窩などに掻破痕を伴う苔癬化局面を形成した。弟に同様の皮膚症状がある。搔破による痒疹と苔癬化局面が全身に多発している。背部の皮疹の写真(別冊No.8)を別に示す。血液所見:赤血球468万、Hb13.9g/dL、Ht42%、白血球11,300(桿状核好中球10%、分葉核好中球52%、好酸球17%、好塩基球1%、単球6%、リンパ球14%)、血小板45万。血液生化学所見:LD276U/L(基準124~222)。免疫血清学所見:CRP0.3mg/dL、IgE13,384IU/mL(基準170以下)。病変部の病理検査で表皮内に異型リンパ球の浸潤を認めない。皮膚症状に対する適切な治療はどれか。 ",a. 抗菌薬内服 | b. コルヒチン内服 | c. 活性型ビタミンD3外用 | d. 抗ロイコトリエン薬内服 | e. 副腎皮質ステロイド外用,e,典型的なアトピー性皮膚炎であり，第一選択薬として副腎皮質ステロイドの外用が適切である。,1.0,e,本症例は、小児期から成人期にわたりアトピー性皮膚炎の特徴を示しており、高ige値や好酸球増加、皮疹の特徴などからも診断されます。アトピー性皮膚炎の治療には、副腎皮質ステロイド外用が一般的であり、瘙痒や炎症を抑える効果があります。,0.9,e,この症例は乳児期からの左右対称で反復性の皮疹、家族歴、高ige血症、好酸球増加、アレルギー疾患との合併などから、慢性のアトピー性皮膚炎と診断されます。アトピー性皮膚炎の治療では、まず皮膚バリアの保護と炎症抑制を目的として副腎皮質ステロイド外用薬が第一選択となるため。,1.0,e,患者の症状、既往歴、家族歴、検査結果から、アトピー性皮膚炎と診断できる。アトピー性皮膚炎の第一選択薬は副腎皮質ステロイド外用薬である。,1.0,ERROR,Expecting value: line 1 column 1 (char 0),e,この症例はアトピー性皮膚炎の典型例です。以下の特徴から判断できます：,0.9,
